Year,Authors with ETIS account,Title,URL,DOI,Imported keywords,Author keywords,Abstract
2024,Alar Sünter; Dea Anton; Kadrin Merem�e; Linda Rusalepp; Mati Roasto; Mihkel M�esaar; Piret Raudsepp; Terje Elias; Tõnu Püssa,"Microbial growth inhibition effect, polyphenolic profile, and antioxidative capacity of plant powders in minced pork and beef",https://www.mdpi.com/2304-8158/13/19/3117,http://dx.doi.org/10.3390/foods13193117,,,"Consumer interest in healthier meat products has grown in recent years. Therefore, the use of plant powders as natural preservatives in the composition of pork and beef products could be an alternative to traditional meat products. This study aimed to assess the effect of different powders, such as blackcurrant, chokeberry, rowan berries, apple, tomato, garlic, and rhubarb, on the microbial growth dynamics in minced pork and beef during refrigerated storage. The total counts of aerobic microorganisms,Pseudomonasspp., yeasts, and molds were examined according to ISO methods. The polyphenolic profiles of plant powders and supplemented minced pork and beef samples were determined by HPLC-MS. The antioxidative capacity of the plant powders was analyzed using a spectrophotometric method. The findings of the study revealed that supplemented minced pork and beef samples had similar polyphenolic profiles and microbial growth dynamics. The highest antioxidative capacity was observed for anthocyanin-rich berry powders. In both minced pork and beef, rhubarb powder was the most effective plant material for inhibiting microbial growth, followed by blackcurrant pomace powder. In conclusion, all of the plant powders used in the present study can be used for the valorization of minced meat products, providing both antimicrobial and antioxidant effects."
2020,Eha Nurk,A Snapshot of European Children's Eating Habits: Results from the Fourth Round of the WHO European Childhood Obesity Surveillance Initiative (COSI),https://www.mdpi.com/2072-6643/12/8/2481,http://doi.org/10.3390/nu12082481,,,"Consuming a healthy diet in childhood helps to protect against malnutrition and noncommunicable diseases (NCDs). This cross-sectional study described the diets of 132,489 children aged six to nine years from 23 countries participating in round four (2015&2017) of the WHO European Childhood Obesity Surveillance Initiative (COSI). Children's parents or caregivers were asked to complete a questionnaire that contained indicators of energy-balance-related behaviors (including diet). For each country, we calculated the percentage of children who consumed breakfast, fruit, vegetables, sweet snacks or soft drinks â€œevery dayâ€, â€œmost days (four to six days per week)â€, â€œsome days (one to three days per week)â€, or â€œnever or less than once a weekâ€. We reported these results stratified by country, sex, and region. On a daily basis, most children (78.5%) consumed breakfast, fewer than half (42.5%) consumed fruit, fewer than a quarter (22.6%) consumed fresh vegetables, and around one in ten consumed sweet snacks or soft drinks (10.3% and 9.4%, respectively); however, there were large between-country differences. This paper highlights an urgent need to create healthier food and drink environments, reinforce health systems to promote healthy diets, and continue to support child nutrition and obesity surveillance."
2024,Vaike Raudava,21st Century Challenges of Social Accountability in Post-Soviet Estonian Local Governments ,,https://doi.org/10.14738/assrj.112.16487,,,"Contemporary European social work is based on the principles of collective responsibility,
human rights, and social justice. The IFSW (International Federation of Social Workers) declared tha
social work was, and always will be, a human rights occupation. Before for the described outcome of socia
work, the social work has required the aims, strategies and the methods of implementation. The
preparation and adoption of the Social Care (Welfare) Act in 1995 followed the general principles of the
corresponding law from 1925, in that the responsibility for organizing social welfare fell to local
government. Thus, at the end of the 20th century, the main public social welfare organizer in Estonia is
the local government and the local governments are part of the European Union since the year 2004."
2024,Anna Aret; Anni Kasikov; Indrek Kolka; Tõnis Eenm�e; Vitalii Checha,Yellow hypergiant V509 Cas: Stable in the ‘yellow void’,https://www.aanda.org/articles/aa/full_html/2024/06/aa48775-23/aa48775-23.html,https://doi.org/10.1051/0004-6361/202348775,,methods: observational / stars: atmospheres / stars: evolution / stars: massive / stars: individual: HR 8752 / supergiants,"Context: The yellow hypergiant star V509 Cas is currently undergoing an extreme phase of evolution. Having experienced eruptive mass-loss outbursts in the 20th century, the star’s effective temperature reached record high values in the early 2000s. However, since then, the star’s behaviour has displayed an unprecedented level of stability. In spite of that, the star could be traversing through the ‘yellow void’ instability region.

Aims. To describe the current evolutionary state of V509 Cas, we analysed its variability using photometric and spectroscopic data collected over recent years. By comparing our findings with historical records, we aim to determine whether the star’s surface shows signs of stabilisation. Additionally, we investigate the variability of emission components in the wings of certain spectral lines to highlight the contribution of the circumstellar gaseous disc to this phenomenon.

Methods. Our spectroscopic monitoring observations were carried out at Tartu Observatory over the course of seven years, supplemented by echelle spectra obtained at the Nordic Optical Telescope, as well as publicly available photometric data from Gaia, AAVSO, and AAVSO’s Bright Star Monitor programme. We estimated the variability of effective temperature and radial velocity from the spectral time series and correlated it with the brightness variability of V509 Cas.

Results. The results indicate that the star’s average brightness level has remained stable throughout the observed period, with an amplitude of variability ∼0.1 mag. While the amplitude of short-term temperature fluctuations has decreased compared to the early 2000s, the variability of the radial velocity remains similar to historical values from the early 20th century. Moreover, we show how the variable radial velocity affects the emission components in some absorption lines (e.g. Sc II) and how that follows the hypothesis of a disc surrounding the star."
2021,Dietmar Alfred Paul Kurt Pfahl; Kerli Rungi,A family of experiments on test-driven development,https://link.springer.com/article/10.1007/s10664-020-09895-8,http://dx.doi.org/10.1007/s10664-020-09895-8,Family of experiments; Test-driven development; Industry; Academia; Quality,,"Context:Test-driven development (TDD) is an agile software development approach that has been widely claimed to improve software quality. However, the extent to which TDD improves quality appears to be largely dependent upon the characteristics of the study in which it is evaluated (e.g., the research method, participant type, programming environment, etc.). The particularities of each study make the aggregation of results untenable.Objectives:The goal of this paper is to: increase the accuracy and generalizability of the results achieved in isolated experiments on TDD, provide joint conclusions on the performance of TDD across different industrial and academic settings, and assess the extent to which the characteristics of the experiments affect the quality-related performance of TDD.Method:We conduct a family of 12 experiments on TDD in academia and industry. We aggregate their results by means of meta-analysis. We perform exploratory analyses to identify variables impacting the quality-related performance of TDD.Results:TDD novices achieve a slightly higher code quality with iterative test-last development (i.e., ITL, the reverse approach of TDD) than with TDD. The task being developed largely determines quality. The programming environment, the order in which TDD and ITL are applied, or the learning effects from one development approach to another do not appear to affect quality. The quality-related performance of professionals using TDD drops more than for students. We hypothesize that this may be due to their being more resistant to change and potentially less motivated than students.Previous studies seem to provide conflicting results on TDD performance (i.e., positive vs. negative, respectively). We hypothesize that these conflicting results may be due to different study durations, experiment participants being unfamiliar with the TDD process, or case studies comparing the performance achieved by TDD vs. the control approach (e.g., the waterfall model), each applied to develop a different system. Further experiments with TDD experts are needed to validate these hypotheses."
2021,Jaan Liira,Sensitivity to habitat fragmentation across European landscapes in three temperate forest herbs,https://link.springer.com/article/10.1007%2Fs10980-021-01292-w,http://dx.doi.org/10.1007/s10980-021-01292-w,Connectivity; Genetic differentiation; Genetic diversity; Mating system; Pollinator mobility; Population size,,"Context: Evidence for effects of habitat loss and fragmentation on the viability of temperate forest herb populations in agricultural landscapes is so far based on population genetic studies of single species in single landscapes. However, forest herbs differ in their life histories, and landscapes have different environments, structures and histories, making generalizations difficult.ObjectivesWe compare the response of three slow-colonizing forest herbs to habitat loss and fragmentation and set this in relation to differences in life-history traits, in particular their mating system and associated pollinators.MethodsWe analysed the herbs' landscape-scale population genetic structure based on microsatellite markers from replicate forest fragments across seven European agricultural landscapes.ResultsAll species responded to reductions in population size with a decrease in allelic richness and an increase in genetic differentiation among populations. Genetic differentiation also increased with enhanced spatial isolation. In addition, each species showed unique responses. Heterozygosity in the self-compatibleOxalis acetosellawas reduced in smaller populations. The genetic diversity ofAnemone nemorosa, whose main pollinators are less mobile, decreased with increasing spatial isolation, but not that of the bumblebee-pollinatedPolygonatum multiflorum.ConclusionsOur study indicates that habitat loss and fragmentation compromise the long-term viability of slow-colonizing forest herbs despite their ability to persist for many decades by clonal propagation. The distinct responses of the three species studied within the same landscapes confirm the need of multi-species approaches. The mobility of associated pollinators should be considered an important determinant of forest herbs' sensitivity to habitat loss and fragmentation."
2022,Jaan Liira,Context matters: the landscape matrix determines the population genetic structure of temperate forest herbs across Europe,https://link.springer.com/article/10.1007%2Fs10980-021-01376-7,http://dx.doi.org/10.1007/s10980-021-01376-7,Arable crops; Dispersal vectors; Functional connectivity; Genetic differentiation; Genetic diversity; Linear landscape elements,,"Context: Plant populations in agricultural landscapes are mostly fragmented and their functional connectivity often depends on seed and pollen dispersal by animals. However, little is known about how the interactions of seed and pollen dispersers with the agricultural matrix translate into gene flow among plant populations.ObjectivesWe aimed to identify effects of the landscape structure on the genetic diversity within, and the genetic differentiation among, spatially isolated populations of three temperate forest herbs. We asked, whether different arable crops have different effects, and whether the orientation of linear landscape elements relative to the gene dispersal direction matters.MethodsWe analysed the species' population genetic structures in seven agricultural landscapes across temperate Europe using microsatellite markers. These were modelled as a function of landscape composition and configuration, which we quantified in buffer zones around, and in rectangular landscape strips between, plant populations.ResultsLandscape effects were diverse and often contrasting between species, reflecting their association with different pollen- or seed dispersal vectors. Differentiating crop types rather than lumping them together yielded higher proportions of explained variation. Some linear landscape elements had both a channelling and hampering effect on gene flow, depending on their orientation.ConclusionsLandscape structure is a more important determinant of the species' population genetic structure than habitat loss and fragmentation per se. Landscape planning with the aim to enhance the functional connectivity among spatially isolated plant populations should consider that even species of the same ecological guild might show distinct responses to the landscape structure."
2021,Kaire Põder; Triin Lauri,The paradox of state-funded higher education: Does the winner still take it all?,https://www.mdpi.com/2227-7102/11/12/812,https://doi.org/10.3390/educsci11120812,Estonia | Financing of higher education | Mass higher education | Regional disparity | Regression discontinuity,,"Contrary to the overall tendency to increase student participation in the financing of higher education, Estonia abolished student tuition fees in 2013. We study the effects of this reform on the students' access to and progress in higher education, concentrating mostly on the changes in probabilities of rural and remote students being admitted (extensive margin) and graduating within a nominal time (intensive margin). We distinguish between four different outcomes: admission in general, admission to vocational education, admission to high-rank curricula, and graduation within nominal time. We confirm the tendency that a high socioeconomic status increases the probability of being admitted to high-rank curricula and reduces the probability of choosing an applied curriculum, and the 2013 reform did not change that. While the reform weakly improved rural students' tendency to graduate on time, it diminished the probability that they were admitted to high-rank curricula. So, paradoxically and contrary to the intention of the reform, higher state involvement in higher education financing has not improved the equity in university admission in Estonia in terms of either socioeconomic background or regional disparities. We claim that part of the explanation of that paradox lies in the conditionality of this reform and the combination of a scarce needs-based and a competitive merit-based student support system in Estonia. We see our broader contribution in emphasising the important role of support systems in the future analysis of the potential to improve students' access."
2022,Mariia Chebotareva; Maryna Tverdostup; Tiiu Paas,"What Can Support Cross-Border Cooperation in the Blue Economy? Lessons from Blue Sector Performance Analysis in
Estonia and Finland",https://www.mdpi.com/2071-1050/14/3/1817,http://dx.doi.org/10.3390/su14031817,,,"Cross-border cooperation creates possibilities for improving the economic performance of the economies of different countries and allows for the efficient use of resources by considering sector-specific conditions for cooperation. The objective of this paper is to provide a methodological framework for analysing the economic performance of selected blue sectors, suggesting additional information for the development of cross-border cooperation in two neighbouring countries: Estonia and Finland. The analysis of the economic performance of the selected blue sectors relies on the Amadeus database for both countries, the implementation of Data Envelopment Analysis (DEA), and the calculation of partial productivity measures. The results of the study show that, on average, blue sectors report good performance indicators in coastal regions, but there are also some signs of imperfect efficiency. The common pattern of imperfectly efficient blue sectors in both countries is due to an excess of some fixed assets, which convey extra costs for business activities and, to some extent, generate excessive environmental pressures. The special nature of a shared blue economic area between Estonia and Finland stipulates close cross-border cooperation as an important tool to improve the performance of the imperfectly efficient sectors through shared â€œbest practiceâ€ operations, technologies, and infrastructures. However, the lack of appropriate cross-border statistical data restricts analytical opportunities and the development of policy recommendations."
2022,Aarne Kasikov; Helle-Mai Piirsoo; Jaan Aarik; Kaupo Kukli; Lauri Aarik; Peeter Ritslaid,Structure and Electrical Behavior of Hafnium-Praseodymium Oxide Thin Films Grown by Atomic Layer Deposition,https://www.mdpi.com/1996-1944/15/3/877,http://dx.doi.org/10.3390/ma15030877,,,"Crystal structure and electrical properties of hafnium-praseodymium oxide thin films grown by atomic layer deposition on ruthenium substrate electrodes were characterized and compared with those of undoped HfO2films. The HfO2reference films crystallized in the stable monoclinic phase of HfO2. Mixing HfO2and PrOxresulted in the growth of nanocrystalline metastable tetragonal HfO2. The highest relative permittivities reaching 37&40 were measured for the films with tetragonal structures that were grown using HfO2:PrOxcycle ratio of 5:1 and possessed Pr/(Pr + Hf) atomic ratios of 0.09&0.10. All the HfO2:PrOxfilms exhibited resistive switching behavior. Lower commutation voltages and current values, promising in terms of reduced power consumption, were achieved for the films grown with HfO2:PrOxcycle ratios of 3:1 and 2:1 and showing Pr/(Pr + Hf) atomic ratios of 0.16&0.23. Differently from the undoped HfO2films, the Pr-doped films showed low variability of resistance state currents and stable endurance behavior, extending over 104switching cycles."
2023,Katrin Sak,Cucurbitacins as Potent Chemo-Preventive Agents: Mechanistic Insight and Recent Trends,https://www.mdpi.com/2218-273X/13/1/57,http://dx.doi.org/10.3390/biom13010057,,,"Cucurbitacins constitute a group of cucumber-derived dietary lipids, highly oxidized tetracyclic triterpenoids, with potential medical uses. These compounds are known to interact with a variety of recognized cellular targets to impede the growth of cancer cells. Accumulating evidence has suggested that inhibition of tumor cell growth via induction of apoptosis, cell-cycle arrest, anti-metastasis and anti-angiogenesis are major promising chemo-preventive actions of cucurbitacins. Cucurbitacins may be a potential choice for investigations of synergism with other drugs to reverse cancer cells' treatment resistance. The detailed molecular mechanisms underlying these effects include interactions between cucurbitacins and numerous cellular targets (Bcl-2/Bax, caspases, STAT3, cyclins, NF-ÎºB, COX-2, MMP-9, VEGF/R, etc.) as well as control of a variety of intracellular signal transduction pathways. The current study is focused on the efforts undertaken to find possible molecular targets for cucurbitacins in suppressing diverse malignant processes. The review is distinctive since it presents all potential molecular targets of cucurbitacins in cancer on one common podium."
2022,Kandi Sridhar,Effect of Cold- and Hot-Break Heat Treatments on the Physicochemical Characteristics of Currant Tomato (Solanum pimpinellifolium) Pulp and Paste,https://www.mdpi.com/2304-8158/11/12/1730,http://dx.doi.org/10.3390/foods11121730,,,"Currant tomato (Solanum pimpinellifolium), an underutilized wild species of modern tomato, was investigated to determine the physicochemical properties and understand the effect of cold- and hot-break heat treatments on physicochemical characteristics. Moreover, a new Arrhenius-type equation was used to model the temperature-dependent viscosity of currant tomato pulp and paste. The currant tomato's porosity, surface area, and lycopene content were 40.96 Â± 0.84%, 663.86 Â± 65.09 mm2, and 9.79 Â± 1.88 mg/100 g, respectively. Cold- and hot-break heat treatments had a significant (p< 0.05) effect on tomato pulp and paste color change (0.09 to 0.26; 0.19 to 1.96), viscosity (0.06 to 0.02 Pa.s; 0.85 to 0.37 Pa.s), and lycopene content (9.70 to 9.07 mg/100 g; 9.60 to 9.37 mg/100 g), respectively. An Arrhenius-type equation described the temperature-dependent viscosity of currant tomato pulp and paste with activation energy (Ea) ranging from 7.54 to 11.72 kJ/mol and 8.62 to 8.97 kJ/mol, respectively. Principal component analysis (PCA) revealed a total of variance 99.93% in tomato pulp and paste as affected by the cold- and hot-break heat treatments. Overall, the findings may provide knowledge for design graders and process optimization to develop currant tomato-based products."
2020,Age Aavaste; Anu Noorma; Ave Ansper-Toomsalu; Ilmar Ansko; Kaire Toming; Kersti Kangro; Kerttu-Liis Kõks; Kristi Uudeberg; Martin Ligi; Mirjam Uusõue,Optical Water Type Guided Approach to Estimate Optical Water Quality Parameters,https://www.mdpi.com/2072-4292/12/6/931,http://doi.org/10.3390/rs12060931,,,"Currently, water monitoring programs are mainly based on in situ measurements; however, this approach is time-consuming, expensive, and may not reflect the status of the whole water body. The availability of Multispectral Imager (MSI) and Ocean and Land Colour Instrument (OLCI) free data with high spectral, spatial, and temporal resolution has increased the potential of adding remote sensing techniques into monitoring programs, leading to improvement of the quality of monitoring water. This study introduced an optical water type guided approach for boreal regions inland and coastal waters to estimate optical water quality parameters, such as the concentration of chlorophyll-a (Chl-a) and total suspended matter (TSM), the absorption coefficient of coloured dissolved organic matter at a wavelength of 442 nm (aCDOM(442)), and the Secchi disk depth, from hyperspectral, OLCI, and MSI reflectance data. This study was based on data from 51 Estonian and Finnish lakes and from the Baltic Sea coastal area, which altogether were used in 415 in situ measurement stations and covered a wide range of optical water quality parameters (Chl-a: 0.5&215.2 mgÂ·mâˆ’3; TSM: 0.6&46.0 mgÂ·Lâˆ’1; aCDOM(442): 0.4&43.7 mâˆ’1; and Secchi disk depth: 0.2&12.2 m). For retrieving optical water quality parameters from reflectance spectra, we tested 132 empirical algorithms. The study results describe the best algorithm for each optical water type for each spectral range and for each optical water quality parameter. The correlation was high, from 0.87 up to 0.93, between the in situ measured optical water quality parameters and the parameters predicted by the optical water type guided approach."
2021,Kaie Maennel; Olaf Manuel Maennel; Ricardo Gregorio Lugo; Stefan Sütterlin,CyberGenomics : application of behavioral genetics in cybersecurity,https://www.mdpi.com/2076-328X/11/11/152,http://dx.doi.org/10.3390/bs11110152,,,Cybersecurity (CS) is a contemporary field for research and applied study of a range of aspects from across multiple disciplines. A cybersecurity expert has an in-depth knowledge of technology but is often also recognized for the ability to view technology in a non-standard way. This paper explores how CS specialists are both a combination of professional computing-based skills and genetically encoded traits. Almost every human behavioral trait is a result of many genome variants in action altogether with environmental factors. The review focuses on contextualizing the behavior genetics aspects in the application of cybersecurity. It reconsiders methods that help to identify aspects of human behavior from the genetic information. And stress is an illustrative factor to start the discussion within the community on what methodology should be used in an ethical way to approach those questions. CS positions are considered stressful due to the complexity of the domain and the social impact it can have in cases of failure. An individual risk profile could be created combining known genome variants linked to a trait of particular behavior using a special biostatistical approach such as a polygenic score. These revised advancements bring challenging possibilities in the applications of human behavior genetics and CS.
2021,Ervin Valk; Ilona Faustova; Kaidi Möll; Mart Loog; Mihkel Ã–rd,Docking to a basic helix promotes specific phosphorylation by G1-Cdk1,https://www.mdpi.com/1422-0067/22/17/9514,http://dx.doi.org/10.3390/ijms22179514,,,"Cyclins are the activators of cyclin-dependent kinase (CDK) complex, but they also act as docking scaffolds for different short linear motifs (SLiMs) in CDK substrates and inhibitors. According to the unified model of CDK function, the cell cycle is coordinated by CDK both via general CDK activity thresholds and cyclin-specific substrate docking. Recently, it was found that the G1-cyclins ofS. cerevisiaehave a specific function in promoting polarization and growth of the buds, making the G1 cyclins essential for cell survival. Thus, while a uniform CDK specificity of a single cyclin can be sufficient to drive the cell cycle in some cells, such as in fission yeast, cyclin specificity can be essential in other organisms. However, the known G1-CDK specific LP docking motif, was not responsible for this essential function, indicating that G1-CDKs use yet other unknown docking mechanisms. Here we report a discovery of a G1 cyclin-specific (Cln1,2) lysine-arginine-rich helical docking motif (the K/R motif) in G1-CDK targets involved in the mating pathway (Ste7), transcription (Xbp1), bud morphogenesis (Bud2) and spindle pole body (Spc29, Spc42, Spc110, Sli15) function ofS. cerevisiae. We also show that the docking efficiency of K/R motif can be regulated by basophilic kinases such as protein kinase A. Our results further widen the list of cyclin specificity mechanisms and may explain the recently demonstrated unique essential function of G1 cyclins in budding yeast."
2022,Christian Pfeifer,Two-body decays in deformed relativity,https://link.springer.com/article/10.1007/JHEP09(2022)003,http://dx.doi.org/10.1007/JHEP09(2022)003,,,"Deformed relativistic kinematics is a framework which captures effects, that are expected from particles and fields propagating on a quantum spacetime, effectively. They are formulated in terms of a modified dispersion relation and a modified momentum conservation equation. In this work we use Finsler geometry to formulate deformed relativistic kinematics in terms of particle velocities. The relation between the Finsler geometric velocity dependent formulation and the original momentum dependent formulation allows us to construct deformed Lorentz transformations between arbitrary frames. Moreover, we find the corresponding compatible momentum conservation equation to first order in the Planck scale deformation of special relativity based on theÎº-PoincarÃ© algebra in the bicrossproduct basis. We find that the deformed Lorentz transformations, as well as the deformed time dilation factor, contain terms that scale with the energy of the particle under consideration to the fourth power. We derive how the distributions of decay products are affected when the deformed relativity principle is satisfied and find, for the case of a pion decaying into a neutrino and a muon, that the ratio of expected neutrinos to muons with a certain energy is just slightly modified when compared to the predictions based on special relativity. We also discuss the phenomenological consequences of this framework for cosmic-ray showers in the atmosphere."
2020,Muhammad Jawad; Noman Shabbir,"A Cost-Effective Electric Vehicle Intelligent Charge Scheduling for Commercial Smart Parking-Lots using Simplified Convex Relaxation Technique
",https://www.mdpi.com/1424-8220/20/17/4842,http://doi.org/10.3390/s20174842,,,"Deployment of efficient and cost-effective parking lots is a known bottleneck for the electric vehicles (EVs) sector. A comprehensive solution incorporating the requirements of all key stakeholders is required. Taking up the challenge, we propose a real-time EV smart parking lot model to attain the following objectives: (a) maximize the smart parking lot revenue by accommodating maximum number of EVs and (b) minimize the cost of power consumption by participating in a demand response (DR) program offered by the utility since it is a tool to answer and handle the electric power usage requirements for charging the EV in the smart parking lot. With a view to achieving these objectives, a linear programming-based binary/cyclic (0/1) optimization technique is developed for the EV charge scheduling process. It is difficult to solve the problems of binary optimization in real-time given that the complexity of the problem increases with the increase in number of EV. We deploy a simplified convex relaxation technique integrated with the linear programming solution to overcome this problem. The algorithm achieves: minimum power consumption cost of the EV smart parking lot; efficient utilization of available power; maximization of the number of the EV to be charged; and minimum impact on the EV battery lifecycle. DR participation provide benefits by offering time-based and incentive-based hourly intelligent charging schedules for the EV. A thorough comparison is drawn with existing variable charging rate-based techniques in order to demonstrate the comparative validity of our proposed technique. The simulation results show that even under no DR event, the proposed scheme results in 2.9% decrease in overall power consumption cost for a 500 EV scenario when compared to variable charging rate method. Moreover, in similar conditions, such as no DR event and for 500 EV arrived per day, there is a 2.8% increase in number of EV charged per day, 3.2% improvement in the average state-of-charge (SoC) of the EV, 12.47% reduction in the average time intervals required to achieve final SoC."
2022,Chagri Ozchinar; Egils Avots; Gholamreza Anbarjafari; Klavs Jermakovs; Laura P�eske; Maie Bachmann,Ensemble Approach for Detection of Depression Using EEG Features,https://www.mdpi.com/1099-4300/24/2/211,http://dx.doi.org/10.3390/e24020211,Depression | Electroencephalogram (EEG) | Ensemble learning | Feature extraction and selection | Machine learning,,"Depression is a public health issue that severely affects one's well being and can cause negative social and economic effects to society. To raise awareness of these problems, this research aims at determining whether the long-lasting effects of depression can be determined from electroencephalographic (EEG) signals. The article contains an accuracy comparison for SVM, LDA, NB, kNN, and D3 binary classifiers, which were trained using linear (relative band power, alpha power variability, spectral asymmetry index) and nonlinear (Higuchi fractal dimension, Lempel&Ziv complexity, detrended fluctuation analysis) EEG features. The age- and gender-matched dataset consisted of 10 healthy subjects and 10 subjects diagnosed with depression at some point in their lifetime. Most of the proposed feature selection and classifier combinations achieved accuracy in the range of 80% to 95%, and all the models were evaluated using a 10-fold cross-validation. The results showed that the motioned EEG features used in classifying ongoing depression also work for classifying the long-lasting effects of depression."
2021,Anton Rassõlkin,Accessible Battery Model with Aging Dependency,https://www.mdpi.com/1996-1073/14/12/3493/htm,http://dx.doi.org/10.3390/en14123493,,,"Designed to store and discharge electrical energy, rechargeable batteries consist of elementary storage cell assemblies. Aging is affected by various aggravating factors, mainly temperature. There are many electric or electrochemical models which describe their operation. Most standard models do not consider the aging phenomena of batteries and their consequences, while batteries deteriorate when used or stored. Precisely, most battery models do not simulate the influence of cell aging on other cells. The model presented in this paper incorporates aging and the effects of mutual interactions between cells. The model can be established based on four measurement points on the cell characteristic curve and allows the simulation of a single cell's or multiple coupled cells' behavior. The model can then be easily implemented in simulation software like Matlab."
2024,Raimo Simson,Sensitivity of a Lumped-Capacitance Building Thermal Modelling Approach for Energy-Market-Scale Flexibility Studies,https://www.mdpi.com/2075-5309/14/6/1614,http://doi.org/10.3390/buildings14061614,,building energy modelling; building simulation; lumped-parameter model,"Despite all the literature on building energy management, building-stock-scale models depicting its impact for energy-market-scale optimisation models are lacking. To address this shortcoming, an open-source tool calledArchetypeBuildingModel.jlhas been developed for aggregating building-stock-level data into simplified lumped-capacitance thermal models compatible with existing open-source energy-system modelling frameworks. This paper aims to demonstrate the feasibility of these simplified thermal models by comparing their performance against dedicated building simulation software, as well as examining their sensitivity to key modelling and parameter assumptions. Modelling and parameter assumptions comparable to the existing literature achieved an acceptable performance according to ASHRAE Guideline 14 across all tested buildings and nodal configurations. The most robust performance was achieved with a period of variations above 13 days and interior node depth between 0.1 and 0.2 for structural thermal mass calibrations, and with external shading coefficients between 0.6 and 1.0 and solar heat gain convective fractions between 0.4 and 0.6 for solar heat gain calibrations. Furthermore, three-plus-node lumped-capacitance thermal models are recommended when modelling buildings with structures varying in terms of thermal mass. Nevertheless, theArchetypeBuildingModel.jlperformance was found to be robust against uncertain key parameter assumptions, making it plausible for energy-market-scale applications."
2022,Bogdan Romanov,Similar yet so different: The analysis of factors explaining the variance in COVID-19 deaths across the Baltic and Nordic states1,https://journals.openedition.org/nordiques/6445,https://doi.org/10.4000/nordiques.6445,,"Covid-19, Nordic countries, Baltic states, policy effectiveness, QCA","Despite the fact that the global community has lived with COVID-19 for more than two years, the highly advanced Baltic and Nordic states are still overlooked in both a theoretical and empirical sense. Additionally, these neighboring regions show significant variance in the total number of deaths caused by the coronavirus. The higher value of the total number of deaths in the Baltic states is explained by a higher number of COVID-19 cases, a relatively lower value of GDP per capita, a higher share of elderly citizens, and what might be the essential factor — a lower level of trust by citizens in their national governments. The general conclusion is that the effectiveness of coronavirus policies is undermined by an absence of trust in governmental decision-making.

"
2022,Katrin Sak,Ferulic Acid: A Natural Phenol That Inhibits Neoplastic Events through Modulation of Oncogenic Signaling,https://www.mdpi.com/1420-3049/27/21/7653,http://dx.doi.org/10.3390/molecules27217653,,,"Despite the immense therapeutic advances in the field of health sciences, cancer is still to be found among the global leading causes of morbidity and mortality. Ethnomedicinally, natural bioactive compounds isolated from various plant sources have been used for the treatment of several cancer types and have gained notable attention. Ferulic acid, a natural compound derived from various seeds, nuts, leaves, and fruits, exhibits a variety of pharmacological effects in cancer, including its proapoptotic, cell-cycle-arresting, anti-metastatic, and anti-inflammatory activities. This review study presents a thorough overview of the molecular targets and cellular signaling pathways modulated by ferulic acid in diverse malignancies, showing high potential for this phenolic acid to be developed as a candidate agent for novel anticancer therapeutics. In addition, current investigations to develop promising synergistic formulations are also discussed."
2020,Karin Pachel; Viktoria Voronova,Strategies for Sustainable and Circular Management of Phosphorus in the Baltic Sea Region: The Holistic Approach of the InPhos Project,https://www.mdpi.com/2071-1050/12/6/2567,http://doi.org/10.3390/su12062567,,,"Despite the significant reduction of phosphorus (P) discharge in the Baltic Sea in the last decades, obtained through the implementation of some approaches within the Helsinki Convention, eutrophication is still considered the biggest problem for the Baltic Sea environment. Consequently, the reduction of P load is an urgent need to solve, but the complexity of both the environmental and legislative context of the area makes this process difficult (more than in the past). Eutrophication is an intricate issue requiring a proper framework of governance that is not easy to determine in the Baltic Sea Region where the needs of several different countries converge. To identify the most suitable strategy to reduce the eutrophication in the Baltic Sea, the InPhos project (no. 17022, 2018&2019, funded by the European Institute of Innovation & Technology (EIT) Raw Materials) adopted a holistic approach considering technical, political, economic, environmental and social aspects of P management. With the aims to raise awareness about the P challenge, foster the dialogue among all the stakeholders, and find solutions already developed in other countries (such as Germany and Switzerland) to be transferred in the Baltic Sea Region, the InPhos project consortium applied the methodology proposed in this paper, consisting of three main phases: (i) analysis of the available technologies to remove P from waste streams that contribute to eutrophication; (ii) analysis of the main streams involving P in Baltic Sea countries to highlight the potential of more sustainable and circular P management; (iii) study of the current context (e.g., already-existing initiatives and issues). This approach allowed us to identify four categories of recommendations and practical actions proposed to improve P management in the Baltic Sea region. During the project, the consortium mainly addressed social aspects. Following steps beyond the project will be more quantitative to determine the techno-economic feasibility of circular P management in selected demo cases in the region."
